succodigo;turno;caja;venta;comprobante;vtaoperacion;clinombre;vtaestado;vtafecha;franja_turno;dia_venta;usulogin;condvtapos;delivery;articulo;descrip;descrip_alex;precio;cant;total;venta1;sucursal;desde;hasta;sucdescrip;desdeturno;hastaturno;desdecomanda;hastacomanda;filtrosobreventa;cliente
Pilar III;21;1;6010;0002-00000457;VL;Consumidor Final;Normal;18/12/2020 16:30;3;18;Admin;EF;No;24;Cremoso Amer. Caja;Cremoso;370;3;1110;6010;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6011;;VF;Consumidor Final;Normal;18/12/2020 16:31;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6011;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6011;;VF;Consumidor Final;Normal;18/12/2020 16:31;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;6011;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6012;0002-00000458;VF;Consumidor Final;Normal;18/12/2020 16:32;3;18;Admin;TD;No;73;Familiar Nro 1;Familiar;550;1;550;6012;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6013;0002-00000459;VF;Consumidor Final;Normal;18/12/2020 16:36;3;18;Admin;TD;No;18;B. Escoces Caja;Bon Bon;450;1;450;6013;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6013;0002-00000459;VF;Consumidor Final;Normal;18/12/2020 16:36;3;18;Admin;TD;No;415;Semifrío Lemon Pie;Comidas rápidas;500;1;500;6013;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6014;;VF;Consumidor Final;Normal;18/12/2020 16:36;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6014;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6015;;VF;Consumidor Final;Normal;18/12/2020 16:37;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6015;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6016;;VF;Consumidor Final;Normal;18/12/2020 16:37;3;18;Admin;EF;No;25;Cremoso Amer. x 1;Cremoso;40;2;80;6016;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6017;;VF;Consumidor Final;Normal;18/12/2020 16:38;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6017;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6017;;VF;Consumidor Final;Normal;18/12/2020 16:38;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;2;260;6017;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6018;;VF;Consumidor Final;Normal;18/12/2020 16:39;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6018;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6018;;VF;Consumidor Final;Normal;18/12/2020 16:39;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6018;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6019;;VF;Consumidor Final;Normal;18/12/2020 16:41;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6019;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6019;;VF;Consumidor Final;Normal;18/12/2020 16:41;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;6019;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6020;;VF;Consumidor Final;Normal;18/12/2020 16:43;3;18;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;1;450;6020;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6021;0002-00000460;VL;Consumidor Final;Normal;18/12/2020 16:44;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6021;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6021;0002-00000460;VL;Consumidor Final;Normal;18/12/2020 16:44;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6021;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6022;;VF;Consumidor Final;Normal;18/12/2020 16:44;3;18;Admin;EF;No;25;Cremoso Amer. x 1;Cremoso;40;1;40;6022;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6023;;VF;Consumidor Final;Normal;18/12/2020 16:45;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;6023;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6024;;VF;Consumidor Final;Normal;18/12/2020 16:45;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;6024;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6024;;VF;Consumidor Final;Normal;18/12/2020 16:45;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6024;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6025;;VF;Consumidor Final;Normal;18/12/2020 16:45;3;18;Admin;EF;No;1;Mini Gigante 1b;Mini postres;80;2;160;6025;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6026;;VF;Consumidor Final;Normal;18/12/2020 16:47;3;18;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;6026;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6027;;VF;Consumidor Final;Normal;18/12/2020 16:47;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;6027;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6028;;VF;Consumidor Final;Normal;18/12/2020 16:49;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6028;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6029;0002-00000461;VF;Consumidor Final;Normal;18/12/2020 16:54;3;18;Admin;TD;No;18;B. Escoces Caja;Bon Bon;450;2;900;6029;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6029;0002-00000461;VF;Consumidor Final;Normal;18/12/2020 16:54;3;18;Admin;TD;No;226;Pizza Mozzarella;Comidas rápidas;230;7;1610;6029;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6030;;VF;Consumidor Final;Normal;18/12/2020 16:56;3;18;Admin;EF;No;334;Sundae Go Shot;Postres;160;1;160;6030;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6031;0002-00000462;VF;Consumidor Final;Normal;18/12/2020 16:58;3;18;Admin;TD;No;52;1/4  Kilo;Helado por kilo;160;1;160;6031;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6031;0002-00000462;VF;Consumidor Final;Normal;18/12/2020 16:58;3;18;Admin;TD;No;75;Familiar Nro 3;Familiar;550;1;550;6031;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6032;;VF;Consumidor Final;Normal;18/12/2020 16:59;3;18;Admin;EF;No;1;Mini Gigante 1b;Mini postres;80;1;80;6032;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6032;;VF;Consumidor Final;Normal;18/12/2020 16:59;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6032;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6033;;VF;Consumidor Final;Normal;18/12/2020 16:59;3;18;Admin;EF;No;13;Capuccino Grido;Cafetería;150;2;300;6033;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6034;;VF;Consumidor Final;Normal;18/12/2020 17:00;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;6034;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6035;0002-00000463;VF;Consumidor Final;Normal;18/12/2020 17:02;3;18;Admin;TD;No;52;1/4  Kilo;Helado por kilo;160;1;160;6035;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6035;0002-00000463;VF;Consumidor Final;Normal;18/12/2020 17:02;3;18;Admin;TD;No;12;Grido Batido;Mini postres;130;1;130;6035;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6036;;VF;Consumidor Final;Normal;18/12/2020 17:03;3;18;Admin;EF;No;6650;Vaso Trolls 2 Boch;Postres;160;1;160;6036;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6037;;VF;Consumidor Final;Normal;18/12/2020 17:03;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6037;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6038;0002-00000464;VF;Consumidor Final;Normal;18/12/2020 17:05;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6038;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6038;0002-00000464;VF;Consumidor Final;Normal;18/12/2020 17:05;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6038;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6039;;VF;Consumidor Final;Normal;18/12/2020 17:05;3;18;Admin;EF;No;334;Sundae Go Shot;Postres;160;1;160;6039;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6040;;VF;Consumidor Final;Normal;18/12/2020 17:07;3;18;Admin;EF;No;36;Crocantino;Mini postres;380;1;380;6040;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6041;;VF;Consumidor Final;Normal;18/12/2020 17:09;3;18;Admin;EF;No;334;Sundae Go Shot;Postres;160;1;160;6041;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6042;;VF;Consumidor Final;Normal;18/12/2020 17:09;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6042;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6043;;VF;Consumidor Final;Normal;18/12/2020 17:09;3;18;Admin;EF;No;2;Super Gridito;Postres;80;1;80;6043;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6043;;VF;Consumidor Final;Normal;18/12/2020 17:09;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6043;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6044;;VF;Consumidor Final;Normal;18/12/2020 17:10;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6044;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6045;0002-00000465;VF;Consumidor Final;Normal;18/12/2020 17:11;3;18;Admin;EF;No;378;Cups Funny;Cups;50;2;100;6045;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6045;0002-00000465;VF;Consumidor Final;Normal;18/12/2020 17:11;3;18;Admin;EF;No;3501;Cups Conito x 5 Un;Cups;40;3;120;6045;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6045;0002-00000465;VF;Consumidor Final;Normal;18/12/2020 17:11;3;18;Admin;EF;No;74;Familiar Nro 2;Familiar;550;1;550;6045;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6045;0002-00000465;VF;Consumidor Final;Normal;18/12/2020 17:11;3;18;Admin;EF;No;90;Tent. Choc.C/Almen;Tentación;280;1;280;6045;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6046;;VF;Consumidor Final;Normal;18/12/2020 17:12;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;6046;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6046;;VF;Consumidor Final;Normal;18/12/2020 17:12;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6046;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6047;;VF;Consumidor Final;Normal;18/12/2020 17:13;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6047;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6048;;VF;Consumidor Final;Normal;18/12/2020 17:13;3;18;Admin;EF;No;19;B. Escoces x 1;Bon Bon;70;3;210;6048;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6048;;VF;Consumidor Final;Normal;18/12/2020 17:13;3;18;Admin;EF;No;25;Cremoso Amer. x 1;Cremoso;40;3;120;6048;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6049;;VL;Consumidor Final;Normal;18/12/2020 17:15;3;18;Admin;EF;No;24;Cremoso Amer. Caja;Cremoso;370;1;370;6049;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6050;;VF;Consumidor Final;Normal;18/12/2020 17:15;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;3;330;6050;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6051;0002-00000466;VF;Consumidor Final;Normal;18/12/2020 17:17;3;18;Admin;EF;No;1;Mini Gigante 1b;Mini postres;80;1;80;6051;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6052;;VF;Consumidor Final;Normal;18/12/2020 17:17;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6052;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6053;;VF;Consumidor Final;Normal;18/12/2020 17:18;3;18;Admin;EF;No;1;Mini Gigante 1b;Mini postres;80;1;80;6053;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6054;;VF;Consumidor Final;Normal;18/12/2020 17:19;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6054;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6055;0002-00000467;VF;Consumidor Final;Normal;18/12/2020 17:23;3;18;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;6055;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6055;0002-00000467;VF;Consumidor Final;Normal;18/12/2020 17:23;3;18;Admin;EF;No;293;B Vainilla Sp Caja;Bon Bon;350;1;350;6055;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6056;;VF;Consumidor Final;Normal;18/12/2020 17:23;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6056;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6057;;VF;Consumidor Final;Normal;18/12/2020 17:24;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;2;260;6057;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6058;;VL;Consumidor Final;Normal;18/12/2020 17:25;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6058;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6059;;VF;Consumidor Final;Normal;18/12/2020 17:25;3;18;Admin;EF;No;325;Tacita 1 Bocha;Postres;80;1;80;6059;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6060;;VF;Consumidor Final;Normal;18/12/2020 17:27;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;6060;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6061;;VF;Consumidor Final;Normal;18/12/2020 17:29;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6061;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6062;;VF;Consumidor Final;Normal;18/12/2020 17:32;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6062;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6063;;VF;Consumidor Final;Normal;18/12/2020 17:32;3;18;Admin;EF;No;186;Baño de Chocolate;Mini postres;10;2;20;6063;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6064;;VF;Consumidor Final;Normal;18/12/2020 17:33;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6064;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6065;0002-00000468;VF;Consumidor Final;Normal;18/12/2020 17:34;3;18;Admin;TD;No;12;Grido Batido;Mini postres;130;2;260;6065;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6066;;VF;Consumidor Final;Normal;18/12/2020 17:38;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;5;650;6066;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6067;;VF;Consumidor Final;Normal;18/12/2020 17:39;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;3;330;6067;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6068;0002-00000469;VF;Consumidor Final;Normal;18/12/2020 17:40;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;6068;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6069;0002-00000470;VL;Consumidor Final;Normal;18/12/2020 17:43;3;18;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;6069;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6069;0002-00000470;VL;Consumidor Final;Normal;18/12/2020 17:43;3;18;Admin;EF;No;24;Cremoso Amer. Caja;Cremoso;370;1;370;6069;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6069;0002-00000470;VL;Consumidor Final;Normal;18/12/2020 17:43;3;18;Admin;EF;No;293;B Vainilla Sp Caja;Bon Bon;350;1;350;6069;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6070;0002-00000471;VL;Consumidor Final;Normal;18/12/2020 17:43;3;18;Admin;TD;No;4;Gigante 3b;Mini postres;130;1;130;6070;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6070;0002-00000471;VL;Consumidor Final;Normal;18/12/2020 17:43;3;18;Admin;TD;No;52;1/4  Kilo;Helado por kilo;160;1;160;6070;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6071;;VF;Consumidor Final;Normal;18/12/2020 17:44;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;2;260;6071;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6072;;VF;Consumidor Final;Normal;18/12/2020 17:44;3;18;Admin;EF;No;5;Cuc. Grido 2b;Mini postres;120;1;120;6072;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6072;;VF;Consumidor Final;Normal;18/12/2020 17:44;3;18;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;6072;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6073;;VF;Consumidor Final;Normal;18/12/2020 17:45;3;18;Admin;EF;No;5;Cuc. Grido 2b;Mini postres;120;2;240;6073;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6074;0002-00000472;VF;Consumidor Final;Normal;18/12/2020 17:46;3;18;Admin;OT;No;18;B. Escoces Caja;Bon Bon;450;1;450;6074;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6074;0002-00000472;VF;Consumidor Final;Normal;18/12/2020 17:46;3;18;Admin;OT;No;24;Cremoso Amer. Caja;Cremoso;370;1;370;6074;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6075;;VF;Consumidor Final;Normal;18/12/2020 17:48;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;6075;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6076;0002-00000473;VF;Consumidor Final;Normal;18/12/2020 17:50;3;18;Admin;TD;No;3;Gigante 2b;Mini postres;110;4;440;6076;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6077;;VF;Consumidor Final;Normal;18/12/2020 17:51;3;18;Admin;EF;No;186;Baño de Chocolate;Mini postres;10;1;10;6077;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6078;;VF;Consumidor Final;Normal;18/12/2020 17:51;3;18;Admin;EF;No;20;B. Suizo Caja;Bon Bon;400;1;400;6078;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6079;;VF;Consumidor Final;Normal;18/12/2020 17:51;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6079;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6080;0002-00000474;VF;Consumidor Final;Normal;18/12/2020 17:52;3;18;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;6080;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6081;;VF;Consumidor Final;Normal;18/12/2020 17:54;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6081;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6081;;VF;Consumidor Final;Normal;18/12/2020 17:54;3;18;Admin;EF;No;195;Cups Vasito x 5 Un;Cups;40;1;40;6081;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6082;;VF;Consumidor Final;Normal;18/12/2020 17:56;3;18;Admin;EF;No;1;Mini Gigante 1b;Mini postres;80;1;80;6082;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6082;;VF;Consumidor Final;Normal;18/12/2020 17:56;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6082;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6083;;VF;Consumidor Final;Normal;18/12/2020 17:58;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6083;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6083;;VF;Consumidor Final;Normal;18/12/2020 17:58;3;18;Admin;EF;No;1;Mini Gigante 1b;Mini postres;80;1;80;6083;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6084;;VF;Consumidor Final;Normal;18/12/2020 18:00;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6084;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6084;;VF;Consumidor Final;Normal;18/12/2020 18:00;3;18;Admin;EF;No;326;Tacita 2 Bochas;Postres;110;1;110;6084;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6085;;VF;Consumidor Final;Normal;18/12/2020 18:03;3;18;Admin;EF;No;47;Sundae Frutal;Postres;160;2;320;6085;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6086;;VF;Consumidor Final;Normal;18/12/2020 18:04;3;18;Admin;OT;No;52;1/4  Kilo;Helado por kilo;160;1;160;6086;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6086;;VF;Consumidor Final;Normal;18/12/2020 18:04;3;18;Admin;OT;No;12;Grido Batido;Mini postres;130;1;130;6086;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6087;;VF;Consumidor Final;Normal;18/12/2020 18:04;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6087;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6088;;VF;Consumidor Final;Normal;18/12/2020 18:07;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;3;330;6088;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6089;;VF;Consumidor Final;Normal;18/12/2020 18:08;3;18;Admin;EF;No;25;Cremoso Amer. x 1;Cremoso;40;2;80;6089;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6090;;VF;Consumidor Final;Normal;18/12/2020 18:09;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6090;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6091;0002-00000475;VF;Consumidor Final;Normal;18/12/2020 18:11;3;18;Admin;EF;No;25;Cremoso Amer. x 1;Cremoso;40;2;80;6091;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6092;;VF;Consumidor Final;Normal;18/12/2020 18:14;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;2;260;6092;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6093;;VF;Consumidor Final;Normal;18/12/2020 18:15;3;18;Admin;TD;No;74;Familiar Nro 2;Familiar;550;1;550;6093;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6094;;VF;Consumidor Final;Normal;18/12/2020 18:15;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6094;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6095;0002-00000476;VF;Consumidor Final;Normal;18/12/2020 18:17;3;18;Admin;EF;No;75;Familiar Nro 3;Familiar;550;1;550;6095;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6096;0002-00000477;VF;Consumidor Final;Normal;18/12/2020 18:18;3;18;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;1;450;6096;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6097;0002-00000478;VF;Consumidor Final;Normal;18/12/2020 18:18;3;18;Admin;EF;No;25;Cremoso Amer. x 1;Cremoso;40;2;80;6097;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
